5613, jungle, byg:crag_gardens, WATER_AMBIENT, aquaculture:arapaima,10,1,1
13645, icy, regions_unexplored:cold_deciduous_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12705, river, regions_unexplored:cold_river, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
13583, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10305, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
13294, jungle, regions_unexplored:eucalyptus_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11647, swamp, regions_unexplored:fen, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12476, swamp, regions_unexplored:flooded_plains, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10740, plains, regions_unexplored:flower_field, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12129, icy, regions_unexplored:frozen_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10472, icy, regions_unexplored:frozen_tundra, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11704, jungle, regions_unexplored:fungal_fen, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10157, swamp, regions_unexplored:giant_bayou, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
13748, taiga, regions_unexplored:golden_boreal_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12313, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10254, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12867, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
13530, mountain, regions_unexplored:highland_fields, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12176, icy, regions_unexplored:icy_desert, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12023, icy, regions_unexplored:icy_heights, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11037, desert, regions_unexplored:joshua_desert, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10636, plains, regions_unexplored:lupine_plains, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10792, underground, regions_unexplored:lush_delta, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10687, extreme_hills, regions_unexplored:lush_hills, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11141, forest, regions_unexplored:maple_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
13129, forest, regions_unexplored:mauve_hills, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11861, plains, regions_unexplored:meadow, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
13189, mountain, regions_unexplored:mountains, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12647, river, regions_unexplored:muddy_river, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
13800, taiga, regions_unexplored:old_growth_boreal_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11588, jungle, regions_unexplored:old_growth_rainforest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10361, forest, regions_unexplored:orchard, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11812, desert, regions_unexplored:outback, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
13241, taiga, regions_unexplored:pine_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
13078, mountain, regions_unexplored:pine_slopes, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12814, plains, regions_unexplored:poppy_fields, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12595, plains, regions_unexplored:prairie, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10838, underground, regions_unexplored:prismachasm, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11312, plains, regions_unexplored:pumpkin_fields, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11527, jungle, regions_unexplored:rainforest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10050, underground, regions_unexplored:redstone_caves, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
13413, jungle, regions_unexplored:redwoods, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
13354, jungle, regions_unexplored:roofed_eucalyptus_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11766, desert, regions_unexplored:saguaro_desert, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12213, underground, regions_unexplored:scorch, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
13025, plains, regions_unexplored:shrubland, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12967, forest, regions_unexplored:silver_birch_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10204, forest, regions_unexplored:smouldering_woodland, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
13472, jungle, regions_unexplored:sparse_redwoods, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10424, icy, regions_unexplored:spires, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11912, plains, regions_unexplored:steppe, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12254, forest, regions_unexplored:temperate_grove, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
12424, extreme_hills, regions_unexplored:towering_cliffs, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10095, jungle, regions_unexplored:tropics, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11415, forest, regions_unexplored:willow_forest, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
10988, mountain, regions_unexplored:wooded_arid_mountains, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
11965, forest, regions_unexplored:wooded_steppe, MONSTER, born_in_chaos_v1:phantom_creeper,10,1,1
9276, forest, appletreesrev:apple_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
4428, plains, byg:allium_fields, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
4513, plains, byg:amaranth_fields, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
4596, savanna, byg:araucaria_savanna, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8930, nether, byg:arisian_undergrowth, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
4681, forest, byg:aspen_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
4751, desert, byg:atacama_desert, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
7198, forest, byg:autumnal_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
7282, taiga, byg:autumnal_taiga, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
4807, plains, byg:autumnal_valley, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
4879, savanna, byg:baobab_savanna, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8539, beach, byg:basalt_barrera, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
4962, swamp, byg:bayou, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
5048, taiga, byg:black_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
5129, forest, byg:borealis_grove, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8631, nether, byg:brimstone_caverns, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
5216, extreme_hills, byg:canadian_shield, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
6736, icy, byg:cardinal_tundra, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
5300, forest, byg:cherry_blossom_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
5391, forest, byg:cika_woods, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
6597, plains, byg:coconino_meadow, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
5476, taiga, byg:coniferous_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
5564, jungle, byg:crag_gardens, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8664, nether, byg:crimson_gardens, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
5649, swamp, byg:cypress_swamplands, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
5851, extreme_hills, byg:dacite_ridges, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8591, extreme_hills, byg:dacite_shore, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
5795, ocean, byg:dead_sea, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
6045, forest, byg:ebony_woods, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8697, nether, byg:embur_bog, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
7436, desert, byg:firecracker_shrubland, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
6128, forest, byg:forgotten_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
7910, forest, byg:fragment_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
7830, taiga, byg:frosted_coniferous_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
7752, taiga, byg:frosted_taiga, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8731, nether, byg:glowstone_gardens, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
6305, jungle, byg:guiana_shield, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
6377, mountain, byg:howling_peaks, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
6437, jungle, byg:jacaranda_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
5733, ocean, byg:lush_stacks, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8764, nether, byg:magma_wastes, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
6520, taiga, byg:maple_taiga, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
6677, desert, byg:mojave_desert, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
6796, plains, byg:orchard, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
6880, plains, byg:prairie, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8997, nether, byg:quartz_desert, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8488, beach, byg:rainbow_beach, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
6958, forest, byg:red_oak_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
7043, desert, byg:red_rock_valley, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
7665, forest, byg:redwood_thicket, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
7116, plains, byg:rose_fields, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
7362, icy, byg:shattered_glacier, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
7512, plains, byg:sierra_badlands, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
7582, extreme_hills, byg:skyris_vale, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8797, nether, byg:subzero_hypogeal, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8830, nether, byg:sythian_torrids, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
6221, plains, byg:temperate_grove, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8276, forest, byg:temperate_rainforest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
7984, jungle, byg:tropical_rainforest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8050, forest, byg:twilight_meadow, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8896, nether, byg:wailing_garth, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8863, nether, byg:warped_desert, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8963, nether, byg:weeping_mire, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8140, forest, byg:weeping_witch_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8215, swamp, byg:white_mangrove_marshes, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8436, beach, byg:windswept_beach, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
5981, desert, byg:windswept_desert, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
5921, desert, byg:windswept_dunes, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
8369, taiga, byg:zelkova_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
9948, beach, graveyard_biomes:ancient_dead_coral_reef, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
9830, forest, graveyard_biomes:eroded_haunted_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
9778, forest, graveyard_biomes:haunted_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
9881, forest, graveyard_biomes:haunted_lakes, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
2094, mesa, minecraft:badlands, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
2008, jungle, minecraft:bamboo_jungle, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
4195, nether, minecraft:basalt_deltas, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
2971, beach, minecraft:beach, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
733, forest, minecraft:birch_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
3561, ocean, minecraft:cold_ocean, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
4122, nether, minecraft:crimson_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
824, forest, minecraft:dark_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
3638, ocean, minecraft:deep_cold_ocean, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
3795, ocean, minecraft:deep_frozen_ocean, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
3346, ocean, minecraft:deep_lukewarm_ocean, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
3490, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
390, desert, minecraft:desert, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
3920, underground, minecraft:dripstone_caves, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
2167, mesa, minecraft:eroded_badlands, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
641, forest, minecraft:flower_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
551, forest, minecraft:forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
3716, ocean, minecraft:frozen_ocean, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
2589, mountain, minecraft:frozen_peaks, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
2895, river, minecraft:frozen_river, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
2417, forest, minecraft:grove, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
315, icy, minecraft:ice_spikes, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
2669, mountain, minecraft:jagged_peaks, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
1836, jungle, minecraft:jungle, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
3273, ocean, minecraft:lukewarm_ocean, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
3989, underground, minecraft:lush_caves, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
2331, mountain, minecraft:meadow, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
3856, mushroom, minecraft:mushroom_fields, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
4049, nether, minecraft:nether_wastes, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
3419, ocean, minecraft:ocean, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
916, forest, minecraft:old_growth_birch_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
1005, taiga, minecraft:old_growth_pine_taiga, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
1091, taiga, minecraft:old_growth_spruce_taiga, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
70, plains, minecraft:plains, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
2815, river, minecraft:river, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
1339, savanna, minecraft:savanna, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
1423, savanna, minecraft:savanna_plateau, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
3049, beach, minecraft:snowy_beach, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
241, icy, minecraft:snowy_plains, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
2508, mountain, minecraft:snowy_slopes, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
1257, taiga, minecraft:snowy_taiga, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
4158, nether, minecraft:soul_sand_valley, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
1922, jungle, minecraft:sparse_jungle, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
2742, mountain, minecraft:stony_peaks, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
3130, beach, minecraft:stony_shore, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
157, plains, minecraft:sunflower_plains, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
464, swamp, minecraft:swamp, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
1174, taiga, minecraft:taiga, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
3203, ocean, minecraft:warm_ocean, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
4088, nether, minecraft:warped_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
1673, extreme_hills, minecraft:windswept_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
1596, extreme_hills, minecraft:windswept_gravelly_hills, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
1514, extreme_hills, minecraft:windswept_hills, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
1753, savanna, minecraft:windswept_savanna, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
2249, mesa, minecraft:wooded_badlands, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
13851, underground, quark:glimmering_weald, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
10882, forest, regions_unexplored:alpha_grove, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
10938, mountain, regions_unexplored:arid_mountains, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
11363, plains, regions_unexplored:autumnal_fields, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
12070, forest, regions_unexplored:autumnal_maple_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
11473, taiga, regions_unexplored:autumnal_mixed_taiga, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
10518, jungle, regions_unexplored:bamboo_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
10578, savanna, regions_unexplored:baobab_savanna, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
12758, plains, regions_unexplored:barley_fields, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
12368, swamp, regions_unexplored:bayou, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
10004, underground, regions_unexplored:bioshroom_caves, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
12532, forest, regions_unexplored:blackwood_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
12914, taiga, regions_unexplored:boreal_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
11087, taiga, regions_unexplored:canadian_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
11258, beach, regions_unexplored:chalk_cliffs, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
11197, forest, regions_unexplored:cherry_hills, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
13691, taiga, regions_unexplored:cold_boreal_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
13644, icy, regions_unexplored:cold_deciduous_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
12704, river, regions_unexplored:cold_river, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
13582, forest, regions_unexplored:deciduous_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
10304, savanna, regions_unexplored:dry_bushland, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
13293, jungle, regions_unexplored:eucalyptus_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
11646, swamp, regions_unexplored:fen, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
12475, swamp, regions_unexplored:flooded_plains, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
10739, plains, regions_unexplored:flower_field, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
12128, icy, regions_unexplored:frozen_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
10471, icy, regions_unexplored:frozen_tundra, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
11703, jungle, regions_unexplored:fungal_fen, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
10156, swamp, regions_unexplored:giant_bayou, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
13747, taiga, regions_unexplored:golden_boreal_forest, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
12312, plains, regions_unexplored:grassland, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
10253, beach, regions_unexplored:grassy_beach, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
12866, beach, regions_unexplored:gravel_beach, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
13529, mountain, regions_unexplored:highland_fields, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
12175, icy, regions_unexplored:icy_desert, MONSTER, born_in_chaos_v1:restless_spirit,15,1,1
